numX,Rsq,N,Lambda,Alpha,Type,Power
2,0.07,150,0.15,0.05,BayesYJ,0.852926463
2,0.07,250,0.15,0.05,BayesYJ,0.97
2,0.07,500,0.15,0.05,BayesYJ,1
2,0.07,1000,0.15,0.05,BayesYJ,1
2,0.13,50,0.15,0.05,BayesYJ,0.624312156
2,0.13,100,0.15,0.05,BayesYJ,0.926963482
2,0.13,150,0.15,0.05,BayesYJ,0.989
2,0.13,250,0.15,0.05,BayesYJ,1
2,0.13,500,0.15,0.05,BayesYJ,1
2,0.13,1000,0.15,0.05,BayesYJ,1
2,0.26,50,0.15,0.05,BayesYJ,0.936468234
2,0.26,100,0.15,0.05,BayesYJ,0.99849925
2,0.26,150,0.15,0.05,BayesYJ,1
2,0.26,250,0.15,0.05,BayesYJ,1
2,0.26,500,0.15,0.05,BayesYJ,1
2,0.26,1000,0.15,0.05,BayesYJ,1
2,0.02,50,0.25,0.05,BayesYJ,0.104
2,0.02,100,0.25,0.05,BayesYJ,0.217608804
2,0.02,150,0.25,0.05,BayesYJ,0.301
2,0.02,250,0.25,0.05,BayesYJ,0.5125
2,0.02,500,0.25,0.05,BayesYJ,0.830915458
2,0.02,1000,0.25,0.05,BayesYJ,0.985964912
2,0.07,50,0.25,0.05,BayesYJ,0.364682341
2,0.07,100,0.25,0.05,BayesYJ,0.634817409
2,0.07,150,0.25,0.05,BayesYJ,0.852926463
2,0.07,250,0.25,0.05,BayesYJ,0.97
2,0.07,500,0.25,0.05,BayesYJ,1
2,0.07,1000,0.25,0.05,BayesYJ,1
2,0.13,50,0.25,0.05,BayesYJ,0.624312156
2,0.13,100,0.25,0.05,BayesYJ,0.926963482
2,0.13,150,0.25,0.05,BayesYJ,0.989
2,0.13,250,0.25,0.05,BayesYJ,1
2,0.13,500,0.25,0.05,BayesYJ,1
2,0.13,1000,0.25,0.05,BayesYJ,1
2,0.26,50,0.25,0.05,BayesYJ,0.936468234
2,0.26,100,0.25,0.05,BayesYJ,0.99849925
2,0.26,150,0.25,0.05,BayesYJ,1
2,0.26,250,0.25,0.05,BayesYJ,1
2,0.26,500,0.25,0.05,BayesYJ,1
2,0.26,1000,0.25,0.05,BayesYJ,1
2,0.02,50,0.15,0.05,Bayes,0.107
2,0.02,100,0.15,0.05,Bayes,0.180360721
2,0.02,150,0.15,0.05,Bayes,0.265829146
2,0.02,250,0.15,0.05,Bayes,0.402917505
2,0.02,500,0.15,0.05,Bayes,0.737399194
2,0.02,1000,0.15,0.05,Bayes,0.957114026
2,0.07,50,0.15,0.05,Bayes,0.3025
2,0.07,100,0.15,0.05,Bayes,0.541082164
2,0.07,150,0.15,0.05,Bayes,0.773755656
2,0.07,250,0.15,0.05,Bayes,0.935613682
2,0.07,500,0.15,0.05,Bayes,0.998991935
2,0.07,1000,0.15,0.05,Bayes,1
2,0.13,50,0.15,0.05,Bayes,0.5405
2,0.13,100,0.15,0.05,Bayes,0.855210421
2,0.13,150,0.15,0.05,Bayes,0.969849246
2,0.13,250,0.15,0.05,Bayes,0.998993964
2,0.13,500,0.15,0.05,Bayes,1
2,0.13,1000,0.15,0.05,Bayes,1
2,0.26,50,0.15,0.05,Bayes,0.8885
2,0.26,100,0.15,0.05,Bayes,0.994488978
2,0.26,150,0.15,0.05,Bayes,1
2,0.26,250,0.15,0.05,Bayes,1
2,0.26,500,0.15,0.05,Bayes,1
2,0.26,1000,0.15,0.05,Bayes,1
2,0.02,50,0.25,0.05,Bayes,0.11
2,0.02,100,0.25,0.05,Bayes,0.19238477
2,0.02,150,0.25,0.05,Bayes,0.279899497
2,0.02,250,0.25,0.05,Bayes,0.432092555
2,0.02,500,0.25,0.05,Bayes,0.77016129
2,0.02,1000,0.25,0.05,Bayes,0.971745711
2,0.07,50,0.25,0.05,Bayes,0.318
2,0.07,100,0.25,0.05,Bayes,0.577655311
2,0.07,150,0.25,0.05,Bayes,0.803418803
2,0.07,250,0.25,0.05,Bayes,0.948692153
2,0.07,500,0.25,0.05,Bayes,1
2,0.07,1000,0.25,0.05,Bayes,1
2,0.13,50,0.25,0.05,Bayes,0.5665
2,0.13,100,0.25,0.05,Bayes,0.878256513
2,0.13,150,0.25,0.05,Bayes,0.979396985
2,0.13,250,0.25,0.05,Bayes,1
2,0.13,500,0.25,0.05,Bayes,1
2,0.13,1000,0.25,0.05,Bayes,1
2,0.26,50,0.25,0.05,Bayes,0.91
2,0.26,100,0.25,0.05,Bayes,0.99749499
2,0.26,150,0.25,0.05,Bayes,1
2,0.26,250,0.25,0.05,Bayes,1
2,0.26,500,0.25,0.05,Bayes,1
2,0.26,1000,0.25,0.05,Bayes,1
2,0.02,50,0.15,0.01,Theory,0.041155984
2,0.02,100,0.15,0.01,Theory,0.086537582
2,0.02,150,0.15,0.01,Theory,0.143670594
2,0.02,250,0.15,0.01,Theory,0.280634896
2,0.02,500,0.15,0.01,Theory,0.626670404
2,0.02,1000,0.15,0.01,Theory,0.947234509
2,0.07,50,0.15,0.01,Theory,0.188209071
2,0.07,100,0.15,0.01,Theory,0.454437293
2,0.07,150,0.15,0.01,Theory,0.685985696
2,0.07,250,0.15,0.01,Theory,0.925346845
2,0.07,500,0.15,0.01,Theory,0.999346589
2,0.07,1000,0.15,0.01,Theory,0.999999995
2,0.13,50,0.15,0.01,Theory,0.450547742
2,0.13,100,0.15,0.01,Theory,0.836101929
2,0.13,150,0.15,0.01,Theory,0.966520609
2,0.13,250,0.15,0.01,Theory,0.999293572
2,0.13,500,0.15,0.01,Theory,0.999999994
2,0.13,1000,0.15,0.01,Theory,1
2,0.26,50,0.15,0.01,Theory,0.902870606
2,0.26,100,0.15,0.01,Theory,0.998691742
2,0.26,150,0.15,0.01,Theory,0.999992507
2,0.26,250,0.15,0.01,Theory,1
2,0.26,500,0.15,0.01,Theory,1
2,0.26,1000,0.15,0.01,Theory,1
2,0.02,50,0.25,0.01,Theory,0.041155984
2,0.02,100,0.25,0.01,Theory,0.086537582
2,0.02,150,0.25,0.01,Theory,0.143670594
2,0.02,250,0.25,0.01,Theory,0.280634896
2,0.02,500,0.25,0.01,Theory,0.626670404
2,0.02,1000,0.25,0.01,Theory,0.947234509
2,0.07,50,0.25,0.01,Theory,0.188209071
2,0.07,100,0.25,0.01,Theory,0.454437293
2,0.07,150,0.25,0.01,Theory,0.685985696
2,0.07,250,0.25,0.01,Theory,0.925346845
2,0.07,500,0.25,0.01,Theory,0.999346589
2,0.07,1000,0.25,0.01,Theory,0.999999995
2,0.13,50,0.25,0.01,Theory,0.450547742
2,0.13,100,0.25,0.01,Theory,0.836101929
2,0.13,150,0.25,0.01,Theory,0.966520609
2,0.13,250,0.25,0.01,Theory,0.999293572
2,0.13,500,0.25,0.01,Theory,0.999999994
2,0.13,1000,0.25,0.01,Theory,1
2,0.26,50,0.25,0.01,Theory,0.902870606
2,0.26,100,0.25,0.01,Theory,0.998691742
2,0.26,150,0.25,0.01,Theory,0.999992507
2,0.26,250,0.25,0.01,Theory,1
2,0.26,500,0.25,0.01,Theory,1
2,0.26,1000,0.25,0.01,Theory,1
2,0.02,50,0.15,0.01,MLR,0.059
2,0.02,100,0.15,0.01,MLR,0.072536268
2,0.02,150,0.15,0.01,MLR,0.117
2,0.02,250,0.15,0.01,MLR,0.2165
2,0.02,500,0.15,0.01,MLR,0.503751876
2,0.02,1000,0.15,0.01,MLR,0.868236473
2,0.07,50,0.15,0.01,MLR,0.191
2,0.07,100,0.15,0.01,MLR,0.343671836
2,0.07,150,0.15,0.01,MLR,0.577788894
2,0.07,250,0.15,0.01,MLR,0.825
2,0.07,500,0.15,0.01,MLR,0.992492492
2,0.07,1000,0.15,0.01,MLR,1
2,0.13,50,0.15,0.01,MLR,0.397698849
2,0.13,100,0.15,0.01,MLR,0.700850425
2,0.13,150,0.15,0.01,MLR,0.901
2,0.13,250,0.15,0.01,MLR,0.9915
2,0.13,500,0.15,0.01,MLR,1
2,0.13,1000,0.15,0.01,MLR,1
2,0.26,50,0.15,0.01,MLR,0.780890445
2,0.26,100,0.15,0.01,MLR,0.967483742
2,0.26,150,0.15,0.01,MLR,0.996
2,0.26,250,0.15,0.01,MLR,1
2,0.26,500,0.15,0.01,MLR,1
2,0.26,1000,0.15,0.01,MLR,1
2,0.02,50,0.25,0.01,MLR,0.068
2,0.02,100,0.25,0.01,MLR,0.086043022
2,0.02,150,0.25,0.01,MLR,0.1365
2,0.02,250,0.25,0.01,MLR,0.2335
2,0.02,500,0.25,0.01,MLR,0.55927964
2,0.02,1000,0.25,0.01,MLR,0.901754386
2,0.07,50,0.25,0.01,MLR,0.216608304
2,0.07,100,0.25,0.01,MLR,0.378689345
2,0.07,150,0.25,0.01,MLR,0.617308654
2,0.07,250,0.25,0.01,MLR,0.8615
2,0.07,500,0.25,0.01,MLR,0.996996997
2,0.07,1000,0.25,0.01,MLR,1
2,0.13,50,0.25,0.01,MLR,0.43921961
2,0.13,100,0.25,0.01,MLR,0.750875438
2,0.13,150,0.25,0.01,MLR,0.928
2,0.13,250,0.25,0.01,MLR,0.9975
2,0.13,500,0.25,0.01,MLR,1
2,0.13,1000,0.25,0.01,MLR,1
2,0.26,50,0.25,0.01,MLR,0.817908954
2,0.26,100,0.25,0.01,MLR,0.983491746
2,0.26,150,0.25,0.01,MLR,0.999
2,0.26,250,0.25,0.01,MLR,1
2,0.26,500,0.25,0.01,MLR,1
2,0.26,1000,0.25,0.01,MLR,1
2,0.02,50,0.15,0.01,ML,0.0525
2,0.02,100,0.15,0.01,ML,0.068534267
2,0.02,150,0.15,0.01,ML,0.117
2,0.02,250,0.15,0.01,ML,0.2135
2,0.02,500,0.15,0.01,ML,0.506753377
2,0.02,1000,0.15,0.01,ML,0.876252505
2,0.07,50,0.15,0.01,ML,0.1845
2,0.07,100,0.15,0.01,ML,0.352176088
2,0.07,150,0.15,0.01,ML,0.577788894
2,0.07,250,0.15,0.01,ML,0.831
2,0.07,500,0.15,0.01,ML,0.994494494
2,0.07,1000,0.15,0.01,ML,1
2,0.13,50,0.15,0.01,ML,0.386193097
2,0.13,100,0.15,0.01,ML,0.711355678
2,0.13,150,0.15,0.01,ML,0.911
2,0.13,250,0.15,0.01,ML,0.9945
2,0.13,500,0.15,0.01,ML,1
2,0.13,1000,0.15,0.01,ML,1
2,0.26,50,0.15,0.01,ML,0.791395698
2,0.26,100,0.15,0.01,ML,0.985992996
2,0.26,150,0.15,0.01,ML,0.9995
2,0.26,250,0.15,0.01,ML,1
2,0.26,500,0.15,0.01,ML,1
2,0.26,1000,0.15,0.01,ML,1
2,0.02,50,0.25,0.01,ML,0.053
2,0.02,100,0.25,0.01,ML,0.076038019
2,0.02,150,0.25,0.01,ML,0.127
2,0.02,250,0.25,0.01,ML,0.2285
2,0.02,500,0.25,0.01,ML,0.548274137
2,0.02,1000,0.25,0.01,ML,0.903759398
2,0.07,50,0.25,0.01,ML,0.197098549
2,0.07,100,0.25,0.01,ML,0.373686843
2,0.07,150,0.25,0.01,ML,0.616308154
2,0.07,250,0.25,0.01,ML,0.871
2,0.07,500,0.25,0.01,ML,0.997497497
2,0.07,1000,0.25,0.01,ML,1
2,0.13,50,0.25,0.01,ML,0.413206603
2,0.13,100,0.25,0.01,ML,0.751375688
2,0.13,150,0.25,0.01,ML,0.9325
2,0.13,250,0.25,0.01,ML,0.9965
2,0.13,500,0.25,0.01,ML,1
2,0.13,1000,0.25,0.01,ML,1
2,0.26,50,0.25,0.01,ML,0.820910455
2,0.26,100,0.25,0.01,ML,0.990495248
2,0.26,150,0.25,0.01,ML,1
2,0.26,250,0.25,0.01,ML,1
2,0.26,500,0.25,0.01,ML,1
2,0.26,1000,0.25,0.01,ML,1
2,0.02,50,0.15,0.01,BayesYJ,0.0335
2,0.02,100,0.15,0.01,BayesYJ,0.074537269
2,0.02,150,0.15,0.01,BayesYJ,0.1375
2,0.02,250,0.15,0.01,BayesYJ,0.271
2,0.02,500,0.15,0.01,BayesYJ,0.620810405
2,0.02,1000,0.15,0.01,BayesYJ,0.951402806
2,0.07,50,0.15,0.01,BayesYJ,0.17
2,0.07,100,0.15,0.01,BayesYJ,0.394197099
2,0.07,150,0.15,0.01,BayesYJ,0.67983992
2,0.07,250,0.15,0.01,BayesYJ,0.9015
2,0.07,500,0.15,0.01,BayesYJ,1
2,0.07,1000,0.15,0.01,BayesYJ,1
2,0.13,50,0.15,0.01,BayesYJ,0.39969985
2,0.13,100,0.15,0.01,BayesYJ,0.8014007
2,0.13,150,0.15,0.01,BayesYJ,0.958
2,0.13,250,0.15,0.01,BayesYJ,0.998
2,0.13,500,0.15,0.01,BayesYJ,1
2,0.13,1000,0.15,0.01,BayesYJ,1
2,0.26,50,0.15,0.01,BayesYJ,0.830915458
2,0.26,100,0.15,0.01,BayesYJ,0.995997999
2,0.26,150,0.15,0.01,BayesYJ,1
2,0.26,250,0.15,0.01,BayesYJ,1
2,0.26,500,0.15,0.01,BayesYJ,1
2,0.26,1000,0.15,0.01,BayesYJ,1
2,0.02,50,0.25,0.01,BayesYJ,0.0345
2,0.02,100,0.25,0.01,BayesYJ,0.074537269
2,0.02,150,0.25,0.01,BayesYJ,0.1375
2,0.02,250,0.25,0.01,BayesYJ,0.271
2,0.02,500,0.25,0.01,BayesYJ,0.620810405
2,0.02,1000,0.25,0.01,BayesYJ,0.951378446
2,0.07,50,0.25,0.01,BayesYJ,0.170585293
2,0.07,100,0.25,0.01,BayesYJ,0.395197599
2,0.07,150,0.25,0.01,BayesYJ,0.67983992
2,0.07,250,0.25,0.01,BayesYJ,0.902
2,0.07,500,0.25,0.01,BayesYJ,1
2,0.07,1000,0.25,0.01,BayesYJ,1
2,0.13,50,0.25,0.01,BayesYJ,0.39969985
2,0.13,100,0.25,0.01,BayesYJ,0.80190095
2,0.13,150,0.25,0.01,BayesYJ,0.9585
2,0.13,250,0.25,0.01,BayesYJ,0.998
2,0.13,500,0.25,0.01,BayesYJ,1
2,0.13,1000,0.25,0.01,BayesYJ,1
2,0.26,50,0.25,0.01,BayesYJ,0.831915958
2,0.26,100,0.25,0.01,BayesYJ,0.995997999
2,0.26,150,0.25,0.01,BayesYJ,1
2,0.26,250,0.25,0.01,BayesYJ,1
2,0.26,500,0.25,0.01,BayesYJ,1
2,0.26,1000,0.25,0.01,BayesYJ,1
2,0.02,50,0.15,0.01,Bayes,0.0315
2,0.02,100,0.15,0.01,Bayes,0.056613226
2,0.02,150,0.15,0.01,Bayes,0.103015075
2,0.02,250,0.15,0.01,Bayes,0.203219316
2,0.02,500,0.15,0.01,Bayes,0.498487903
2,0.02,1000,0.15,0.01,Bayes,0.870837538
2,0.07,50,0.15,0.01,Bayes,0.1375
2,0.07,100,0.15,0.01,Bayes,0.317635271
2,0.07,150,0.15,0.01,Bayes,0.549019608
2,0.07,250,0.15,0.01,Bayes,0.818410463
2,0.07,500,0.15,0.01,Bayes,0.993951613
2,0.07,1000,0.15,0.01,Bayes,1
2,0.13,50,0.15,0.01,Bayes,0.313
2,0.13,100,0.15,0.01,Bayes,0.677354709
2,0.13,150,0.15,0.01,Bayes,0.896984925
2,0.13,250,0.15,0.01,Bayes,0.993963783
2,0.13,500,0.15,0.01,Bayes,1
2,0.13,1000,0.15,0.01,Bayes,1
2,0.26,50,0.15,0.01,Bayes,0.7215
2,0.26,100,0.15,0.01,Bayes,0.983967936
2,0.26,150,0.15,0.01,Bayes,0.998994975
2,0.26,250,0.15,0.01,Bayes,1
2,0.26,500,0.15,0.01,Bayes,1
2,0.26,1000,0.15,0.01,Bayes,1
2,0.02,50,0.25,0.01,Bayes,0.0325
2,0.02,100,0.25,0.01,Bayes,0.06012024
2,0.02,150,0.25,0.01,Bayes,0.111557789
2,0.02,250,0.25,0.01,Bayes,0.219818913
2,0.02,500,0.25,0.01,Bayes,0.541330645
2,0.02,1000,0.25,0.01,Bayes,0.90110999
2,0.07,50,0.25,0.01,Bayes,0.1485
2,0.07,100,0.25,0.01,Bayes,0.342184369
2,0.07,150,0.25,0.01,Bayes,0.588235294
2,0.07,250,0.25,0.01,Bayes,0.856136821
2,0.07,500,0.25,0.01,Bayes,0.997479839
2,0.07,1000,0.25,0.01,Bayes,1
2,0.13,50,0.25,0.01,Bayes,0.333
2,0.13,100,0.25,0.01,Bayes,0.71492986
2,0.13,150,0.25,0.01,Bayes,0.922110553
2,0.13,250,0.25,0.01,Bayes,0.996478873
2,0.13,500,0.25,0.01,Bayes,1
2,0.13,1000,0.25,0.01,Bayes,1
2,0.26,50,0.25,0.01,Bayes,0.7625
2,0.26,100,0.25,0.01,Bayes,0.987975952
2,0.26,150,0.25,0.01,Bayes,1
2,0.26,250,0.25,0.01,Bayes,1
2,0.26,500,0.25,0.01,Bayes,1
2,0.26,1000,0.25,0.01,Bayes,1
5,0.02,50,0.15,0.1,Theory,0.174272385
5,0.02,100,0.15,0.1,Theory,0.254997477
5,0.02,150,0.15,0.1,Theory,0.337927993
5,0.02,250,0.15,0.1,Theory,0.497572654
5,0.02,500,0.15,0.1,Theory,0.790382206
5,0.02,1000,0.15,0.1,Theory,0.978424122
5,0.07,50,0.15,0.1,Theory,0.39446277
5,0.07,100,0.15,0.1,Theory,0.658656522
5,0.07,150,0.15,0.1,Theory,0.830659454
5,0.07,250,0.15,0.1,Theory,0.968173492
5,0.07,500,0.15,0.1,Theory,0.999810793
5,0.07,1000,0.15,0.1,Theory,0.999999999
5,0.13,50,0.15,0.1,Theory,0.655399899
5,0.13,100,0.15,0.1,Theory,0.921824497
5,0.13,150,0.15,0.1,Theory,0.986971603
5,0.13,250,0.15,0.1,Theory,0.999794528
5,0.13,500,0.15,0.1,Theory,0.999999999
5,0.13,1000,0.15,0.1,Theory,1
5,0.26,50,0.15,0.1,Theory,0.957139629
5,0.26,100,0.15,0.1,Theory,0.999605302
5,0.26,150,0.15,0.1,Theory,0.999998237
5,0.26,250,0.15,0.1,Theory,1
5,0.26,500,0.15,0.1,Theory,1
5,0.26,1000,0.15,0.1,Theory,1
5,0.02,50,0.25,0.1,Theory,0.174272385
5,0.02,100,0.25,0.1,Theory,0.254997477
5,0.02,150,0.25,0.1,Theory,0.337927993
5,0.02,250,0.25,0.1,Theory,0.497572654
5,0.02,500,0.25,0.1,Theory,0.790382206
5,0.02,1000,0.25,0.1,Theory,0.978424122
5,0.07,50,0.25,0.1,Theory,0.39446277
5,0.07,100,0.25,0.1,Theory,0.658656522
5,0.07,150,0.25,0.1,Theory,0.830659454
5,0.07,250,0.25,0.1,Theory,0.968173492
5,0.07,500,0.25,0.1,Theory,0.999810793
5,0.07,1000,0.25,0.1,Theory,0.999999999
5,0.13,50,0.25,0.1,Theory,0.655399899
5,0.13,100,0.25,0.1,Theory,0.921824497
5,0.13,150,0.25,0.1,Theory,0.986971603
5,0.13,250,0.25,0.1,Theory,0.999794528
5,0.13,500,0.25,0.1,Theory,0.999999999
5,0.13,1000,0.25,0.1,Theory,1
5,0.26,50,0.25,0.1,Theory,0.957139629
5,0.26,100,0.25,0.1,Theory,0.999605302
5,0.26,150,0.25,0.1,Theory,0.999998237
5,0.26,250,0.25,0.1,Theory,1
5,0.26,500,0.25,0.1,Theory,1
5,0.26,1000,0.25,0.1,Theory,1
5,0.02,50,0.15,0.1,MLR,0.290145073
5,0.02,100,0.15,0.1,MLR,0.307153577
5,0.02,150,0.15,0.1,MLR,0.350675338
5,0.02,250,0.15,0.1,MLR,0.4545
5,0.02,500,0.15,0.1,MLR,0.70970971
5,0.02,1000,0.15,0.1,MLR,0.947869674
5,0.07,50,0.15,0.1,MLR,0.502751376
5,0.07,100,0.15,0.1,MLR,0.637
5,0.07,150,0.15,0.1,MLR,0.776888444
5,0.07,250,0.15,0.1,MLR,0.9315
5,0.07,500,0.15,0.1,MLR,1
5,0.07,1000,0.15,0.1,MLR,1
5,0.13,50,0.15,0.1,MLR,0.694347174
5,0.13,100,0.15,0.1,MLR,0.882
5,0.13,150,0.15,0.1,MLR,0.96148074
5,0.13,250,0.15,0.1,MLR,0.997
5,0.13,500,0.15,0.1,MLR,1
5,0.13,1000,0.15,0.1,MLR,1
5,0.26,50,0.15,0.1,MLR,0.9305
5,0.26,100,0.15,0.1,MLR,0.996998499
5,0.26,150,0.15,0.1,MLR,1
5,0.26,250,0.15,0.1,MLR,1
5,0.26,500,0.15,0.1,MLR,1
5,0.26,1000,0.15,0.1,MLR,1
5,0.02,50,0.25,0.1,MLR,0.314157079
5,0.02,100,0.25,0.1,MLR,0.3285
5,0.02,150,0.25,0.1,MLR,0.366183092
5,0.02,250,0.25,0.1,MLR,0.479
5,0.02,500,0.25,0.1,MLR,0.739239239
5,0.02,1000,0.25,0.1,MLR,0.968421053
5,0.07,50,0.25,0.1,MLR,0.542771386
5,0.07,100,0.25,0.1,MLR,0.664
5,0.07,150,0.25,0.1,MLR,0.804
5,0.07,250,0.25,0.1,MLR,0.9445
5,0.07,500,0.25,0.1,MLR,1
5,0.07,1000,0.25,0.1,MLR,1
5,0.13,50,0.25,0.1,MLR,0.732366183
5,0.13,100,0.25,0.1,MLR,0.901950975
5,0.13,150,0.25,0.1,MLR,0.9745
5,0.13,250,0.25,0.1,MLR,0.9985
5,0.13,500,0.25,0.1,MLR,1
5,0.13,1000,0.25,0.1,MLR,1
5,0.26,50,0.25,0.1,MLR,0.9525
5,0.26,100,0.25,0.1,MLR,0.9985
5,0.26,150,0.25,0.1,MLR,1
5,0.26,250,0.25,0.1,MLR,1
5,0.26,500,0.25,0.1,MLR,1
5,0.26,1000,0.25,0.1,MLR,1
5,0.02,50,0.15,0.1,ML,0.230615308
5,0.02,100,0.15,0.1,ML,0.268634317
5,0.02,150,0.15,0.1,ML,0.335167584
5,0.02,250,0.15,0.1,ML,0.444
5,0.02,500,0.15,0.1,ML,0.688188188
5,0.02,1000,0.15,0.1,ML,0.943358396
5,0.07,50,0.15,0.1,ML,0.436218109
5,0.07,100,0.15,0.1,ML,0.584
5,0.07,150,0.15,0.1,ML,0.756378189
5,0.07,250,0.15,0.1,ML,0.918
5,0.07,500,0.15,0.1,ML,0.998498498
5,0.07,1000,0.15,0.1,ML,1
5,0.13,50,0.15,0.1,ML,0.635317659
5,0.13,100,0.15,0.1,ML,0.8715
5,0.13,150,0.15,0.1,ML,0.956978489
5,0.13,250,0.15,0.1,ML,0.9975
5,0.13,500,0.15,0.1,ML,1
5,0.13,1000,0.15,0.1,ML,1
5,0.26,50,0.15,0.1,ML,0.918
5,0.26,100,0.15,0.1,ML,0.991995998
5,0.26,150,0.15,0.1,ML,1
5,0.26,250,0.15,0.1,ML,1
5,0.26,500,0.15,0.1,ML,1
5,0.26,1000,0.15,0.1,ML,1
5,0.02,50,0.25,0.1,ML,0.235117559
5,0.02,100,0.25,0.1,ML,0.2745
5,0.02,150,0.25,0.1,ML,0.343171586
5,0.02,250,0.25,0.1,ML,0.466
5,0.02,500,0.25,0.1,ML,0.725225225
5,0.02,1000,0.25,0.1,ML,0.957393484
5,0.07,50,0.25,0.1,ML,0.454727364
5,0.07,100,0.25,0.1,ML,0.616
5,0.07,150,0.25,0.1,ML,0.7795
5,0.07,250,0.25,0.1,ML,0.94
5,0.07,500,0.25,0.1,ML,1
5,0.07,1000,0.25,0.1,ML,1
5,0.13,50,0.25,0.1,ML,0.658329165
5,0.13,100,0.25,0.1,ML,0.895947974
5,0.13,150,0.25,0.1,ML,0.9685
5,0.13,250,0.25,0.1,ML,0.9985
5,0.13,500,0.25,0.1,ML,1
5,0.13,1000,0.25,0.1,ML,1
5,0.26,50,0.25,0.1,ML,0.937
5,0.26,100,0.25,0.1,ML,0.9965
5,0.26,150,0.25,0.1,ML,1
5,0.26,250,0.25,0.1,ML,1
5,0.26,500,0.25,0.1,ML,1
5,0.26,1000,0.25,0.1,ML,1
5,0.02,50,0.15,0.1,BayesYJ,0.128564282
5,0.02,100,0.15,0.1,BayesYJ,0.237618809
5,0.02,150,0.15,0.1,BayesYJ,0.31965983
5,0.02,250,0.15,0.1,BayesYJ,0.493
5,0.02,500,0.15,0.1,BayesYJ,0.78028028
5,0.02,1000,0.15,0.1,BayesYJ,0.980952381
5,0.07,50,0.15,0.1,BayesYJ,0.343671836
5,0.07,100,0.15,0.1,BayesYJ,0.6015
5,0.07,150,0.15,0.1,BayesYJ,0.796398199
5,0.07,250,0.15,0.1,BayesYJ,0.9625
5,0.07,500,0.15,0.1,BayesYJ,1
5,0.07,1000,0.15,0.1,BayesYJ,1
5,0.13,50,0.15,0.1,BayesYJ,0.578789395
5,0.13,100,0.15,0.1,BayesYJ,0.9025
5,0.13,150,0.15,0.1,BayesYJ,0.980490245
5,0.13,250,0.15,0.1,BayesYJ,1
5,0.13,500,0.15,0.1,BayesYJ,1
5,0.13,1000,0.15,0.1,BayesYJ,1
5,0.26,50,0.15,0.1,BayesYJ,0.9135
5,0.26,100,0.15,0.1,BayesYJ,0.9989995
5,0.26,150,0.15,0.1,BayesYJ,1
5,0.26,250,0.15,0.1,BayesYJ,1
5,0.26,500,0.15,0.1,BayesYJ,1
5,0.26,1000,0.15,0.1,BayesYJ,1
5,0.02,50,0.25,0.1,BayesYJ,0.130065033
5,0.02,100,0.25,0.1,BayesYJ,0.2385
5,0.02,150,0.25,0.1,BayesYJ,0.31965983
5,0.02,250,0.25,0.1,BayesYJ,0.493
5,0.02,500,0.25,0.1,BayesYJ,0.780780781
5,0.02,1000,0.25,0.1,BayesYJ,0.980952381
5,0.07,50,0.25,0.1,BayesYJ,0.344172086
5,0.07,100,0.25,0.1,BayesYJ,0.6025
5,0.07,150,0.25,0.1,BayesYJ,0.796
5,0.07,250,0.25,0.1,BayesYJ,0.962
5,0.07,500,0.25,0.1,BayesYJ,1
5,0.07,1000,0.25,0.1,BayesYJ,1
5,0.13,50,0.25,0.1,BayesYJ,0.577788894
5,0.13,100,0.25,0.1,BayesYJ,0.902951476
5,0.13,150,0.25,0.1,BayesYJ,0.9805
5,0.13,250,0.25,0.1,BayesYJ,1
5,0.13,500,0.25,0.1,BayesYJ,1
5,0.13,1000,0.25,0.1,BayesYJ,1
5,0.26,50,0.25,0.1,BayesYJ,0.9135
5,0.26,100,0.25,0.1,BayesYJ,0.999
5,0.26,150,0.25,0.1,BayesYJ,1
5,0.26,250,0.25,0.1,BayesYJ,1
5,0.26,500,0.25,0.1,BayesYJ,1
5,0.26,1000,0.25,0.1,BayesYJ,1
5,0.02,50,0.15,0.1,Bayes,0.14
5,0.02,100,0.15,0.1,Bayes,0.218937876
5,0.02,150,0.15,0.1,Bayes,0.293969849
5,0.02,250,0.15,0.1,Bayes,0.414695521
5,0.02,500,0.15,0.1,Bayes,0.68012109
5,0.02,1000,0.15,0.1,Bayes,0.942482341
5,0.07,50,0.15,0.1,Bayes,0.304
5,0.07,100,0.15,0.1,Bayes,0.521826392
5,0.07,150,0.15,0.1,Bayes,0.716080402
5,0.07,250,0.15,0.1,Bayes,0.909411173
5,0.07,500,0.15,0.1,Bayes,0.998486377
5,0.07,1000,0.15,0.1,Bayes,1
5,0.13,50,0.15,0.1,Bayes,0.5055
5,0.13,100,0.15,0.1,Bayes,0.824887105
5,0.13,150,0.15,0.1,Bayes,0.945226131
5,0.13,250,0.15,0.1,Bayes,0.996978852
5,0.13,500,0.15,0.1,Bayes,1
5,0.13,1000,0.15,0.1,Bayes,1
5,0.26,50,0.15,0.1,Bayes,0.8475
5,0.26,100,0.15,0.1,Bayes,0.988459609
5,0.26,150,0.15,0.1,Bayes,0.999497487
5,0.26,250,0.15,0.1,Bayes,1
5,0.26,500,0.15,0.1,Bayes,1
5,0.26,1000,0.15,0.1,Bayes,1
5,0.02,50,0.25,0.1,Bayes,0.1405
5,0.02,100,0.25,0.1,Bayes,0.223558897
5,0.02,150,0.25,0.1,Bayes,0.300502513
5,0.02,250,0.25,0.1,Bayes,0.440865627
