numX,Rsq,N,Lambda,Alpha,Type,Power
10,0.02,100,0.25,0.01,ML,0.08
10,0.02,150,0.25,0.01,ML,0.082
10,0.02,250,0.25,0.01,ML,0.106
10,0.02,500,0.25,0.01,ML,0.261392088
10,0.02,1000,0.25,0.01,ML,0.652130326
10,0.07,50,0.25,0.01,ML,0.226613307
10,0.07,100,0.25,0.01,ML,0.274637319
10,0.07,150,0.25,0.01,ML,0.3715
10,0.07,250,0.25,0.01,ML,0.634
10,0.07,500,0.25,0.01,ML,0.953430145
10,0.07,1000,0.25,0.01,ML,1
10,0.13,50,0.25,0.01,ML,0.384692346
10,0.13,100,0.25,0.01,ML,0.537268634
10,0.13,150,0.25,0.01,ML,0.759
10,0.13,250,0.25,0.01,ML,0.95
10,0.13,500,0.25,0.01,ML,1
10,0.13,1000,0.25,0.01,ML,1
10,0.26,50,0.25,0.01,ML,0.7375
10,0.26,100,0.25,0.01,ML,0.9455
10,0.26,150,0.25,0.01,ML,0.993
10,0.26,250,0.25,0.01,ML,1
10,0.26,500,0.25,0.01,ML,1
10,0.26,1000,0.25,0.01,ML,1
10,0.02,50,0.15,0.01,BayesYJ,0.021
10,0.02,100,0.15,0.01,BayesYJ,0.034517259
10,0.02,150,0.15,0.01,BayesYJ,0.0545
10,0.02,250,0.15,0.01,BayesYJ,0.101
10,0.02,500,0.15,0.01,BayesYJ,0.311967952
10,0.02,1000,0.15,0.01,BayesYJ,0.736842105
10,0.07,50,0.15,0.01,BayesYJ,0.059029515
10,0.07,100,0.15,0.01,BayesYJ,0.176
10,0.07,150,0.15,0.01,BayesYJ,0.344
10,0.07,250,0.15,0.01,BayesYJ,0.6755
10,0.07,500,0.15,0.01,BayesYJ,0.981472208
10,0.07,1000,0.15,0.01,BayesYJ,1
10,0.13,50,0.15,0.01,BayesYJ,0.151575788
10,0.13,100,0.15,0.01,BayesYJ,0.463
10,0.13,150,0.15,0.01,BayesYJ,0.754
10,0.13,250,0.15,0.01,BayesYJ,0.9775
10,0.13,500,0.15,0.01,BayesYJ,1
10,0.13,1000,0.15,0.01,BayesYJ,1
10,0.26,50,0.15,0.01,BayesYJ,0.4755
10,0.26,100,0.15,0.01,BayesYJ,0.939
10,0.26,150,0.15,0.01,BayesYJ,0.9975
10,0.26,250,0.15,0.01,BayesYJ,1
10,0.26,500,0.15,0.01,BayesYJ,1
10,0.26,1000,0.15,0.01,BayesYJ,1
10,0.02,50,0.25,0.01,BayesYJ,0.022011006
10,0.02,100,0.25,0.01,BayesYJ,0.0345
10,0.02,150,0.25,0.01,BayesYJ,0.0545
10,0.02,250,0.25,0.01,BayesYJ,0.1015
10,0.02,500,0.25,0.01,BayesYJ,0.312969454
10,0.02,1000,0.25,0.01,BayesYJ,0.737343358
10,0.07,50,0.25,0.01,BayesYJ,0.060530265
10,0.07,100,0.25,0.01,BayesYJ,0.178089045
10,0.07,150,0.25,0.01,BayesYJ,0.3445
10,0.07,250,0.25,0.01,BayesYJ,0.6765
10,0.07,500,0.25,0.01,BayesYJ,0.981472208
10,0.07,1000,0.25,0.01,BayesYJ,1
10,0.13,50,0.25,0.01,BayesYJ,0.154077039
10,0.13,100,0.25,0.01,BayesYJ,0.465732866
10,0.13,150,0.25,0.01,BayesYJ,0.755
10,0.13,250,0.25,0.01,BayesYJ,0.9775
10,0.13,500,0.25,0.01,BayesYJ,1
10,0.13,1000,0.25,0.01,BayesYJ,1
10,0.26,50,0.25,0.01,BayesYJ,0.4795
10,0.26,100,0.25,0.01,BayesYJ,0.939
10,0.26,150,0.25,0.01,BayesYJ,0.9975
10,0.26,250,0.25,0.01,BayesYJ,1
10,0.26,500,0.25,0.01,BayesYJ,1
10,0.26,1000,0.25,0.01,BayesYJ,1
10,0.02,50,0.15,0.01,Bayes,0.028
10,0.02,100,0.15,0.01,Bayes,0.035660472
10,0.02,150,0.15,0.01,Bayes,0.046231156
10,0.02,250,0.15,0.01,Bayes,0.075062972
10,0.02,500,0.15,0.01,Bayes,0.208879919
10,0.02,1000,0.15,0.01,Bayes,0.576476527
10,0.07,50,0.15,0.01,Bayes,0.055
10,0.07,100,0.15,0.01,Bayes,0.135107986
10,0.07,150,0.15,0.01,Bayes,0.255778894
10,0.07,250,0.15,0.01,Bayes,0.518387909
10,0.07,500,0.15,0.01,Bayes,0.927346115
10,0.07,1000,0.15,0.01,Bayes,1
10,0.13,50,0.15,0.01,Bayes,0.13
10,0.13,100,0.15,0.01,Bayes,0.348066298
10,0.13,150,0.15,0.01,Bayes,0.612060302
10,0.13,250,0.15,0.01,Bayes,0.908312343
10,0.13,500,0.15,0.01,Bayes,0.998990918
10,0.13,1000,0.15,0.01,Bayes,1
10,0.26,50,0.15,0.01,Bayes,0.409
10,0.26,100,0.15,0.01,Bayes,0.85233551
10,0.26,150,0.15,0.01,Bayes,0.98040201
10,0.26,250,0.15,0.01,Bayes,1
10,0.26,500,0.15,0.01,Bayes,1
10,0.26,1000,0.15,0.01,Bayes,1
10,0.02,50,0.25,0.01,Bayes,0.026
10,0.02,100,0.25,0.01,Bayes,0.036664992
10,0.02,150,0.25,0.01,Bayes,0.046231156
10,0.02,250,0.25,0.01,Bayes,0.082115869
10,0.02,500,0.25,0.01,Bayes,0.240665994
10,0.02,1000,0.25,0.01,Bayes,0.642604745
10,0.07,50,0.25,0.01,Bayes,0.0575
10,0.07,100,0.25,0.01,Bayes,0.151180311
10,0.07,150,0.25,0.01,Bayes,0.290452261
10,0.07,250,0.25,0.01,Bayes,0.568765743
10,0.07,500,0.25,0.01,Bayes,0.950554995
10,0.07,1000,0.25,0.01,Bayes,1
10,0.13,50,0.25,0.01,Bayes,0.136
10,0.13,100,0.25,0.01,Bayes,0.387744852
10,0.13,150,0.25,0.01,Bayes,0.670351759
10,0.13,250,0.25,0.01,Bayes,0.936523929
10,0.13,500,0.25,0.01,Bayes,0.999495459
10,0.13,1000,0.25,0.01,Bayes,1
10,0.26,50,0.25,0.01,Bayes,0.444
10,0.26,100,0.25,0.01,Bayes,0.899547966
10,0.26,150,0.25,0.01,Bayes,0.987437186
10,0.26,250,0.25,0.01,Bayes,1
10,0.26,500,0.25,0.01,Bayes,1
10,0.26,1000,0.25,0.01,Bayes,1
