numX,Rsq,N,Alpha,Type,Power
5,0.07,100,0.01,BayesYJ,0.265
5,0.07,150,0.01,BayesYJ,0.5
5,0.07,250,0.01,BayesYJ,0.803
5,0.07,500,0.01,BayesYJ,0.995
5,0.07,1000,0.01,BayesYJ,1
5,0.13,50,0.01,BayesYJ,0.2665
5,0.13,100,0.01,BayesYJ,0.637
5,0.13,150,0.01,BayesYJ,0.883
5,0.13,250,0.01,BayesYJ,0.9945
5,0.13,500,0.01,BayesYJ,1
5,0.13,1000,0.01,BayesYJ,1
5,0.26,50,0.01,BayesYJ,0.6915
5,0.26,100,0.01,BayesYJ,0.9785
5,0.26,150,0.01,BayesYJ,1
5,0.26,250,0.01,BayesYJ,1
5,0.26,500,0.01,BayesYJ,1
5,0.26,1000,0.01,BayesYJ,1
10,0.02,50,0.1,BayesYJ,0.126
10,0.02,100,0.1,BayesYJ,0.203
10,0.02,150,0.1,BayesYJ,0.2505
10,0.02,250,0.1,BayesYJ,0.3795
10,0.02,500,0.1,BayesYJ,0.669
10,0.02,1000,0.1,BayesYJ,0.941441441
10,0.07,50,0.1,BayesYJ,0.241
10,0.07,100,0.1,BayesYJ,0.5015
10,0.07,150,0.1,BayesYJ,0.7175
10,0.07,250,0.1,BayesYJ,0.915
10,0.07,500,0.1,BayesYJ,0.999
10,0.07,1000,0.1,BayesYJ,1
10,0.13,50,0.1,BayesYJ,0.44
10,0.13,100,0.1,BayesYJ,0.7845
10,0.13,150,0.1,BayesYJ,0.948
10,0.13,250,0.1,BayesYJ,0.996
10,0.13,500,0.1,BayesYJ,1
10,0.13,1000,0.1,BayesYJ,1
10,0.26,50,0.1,BayesYJ,0.7835
10,0.26,100,0.1,BayesYJ,0.9915
10,0.26,150,0.1,BayesYJ,1
10,0.26,250,0.1,BayesYJ,1
10,0.26,500,0.1,BayesYJ,1
10,0.26,1000,0.1,BayesYJ,1
10,0.02,50,0.05,BayesYJ,0.079
10,0.02,100,0.05,BayesYJ,0.125
10,0.02,150,0.05,BayesYJ,0.1695
10,0.02,250,0.05,BayesYJ,0.258
10,0.02,500,0.05,BayesYJ,0.5485
10,0.02,1000,0.05,BayesYJ,0.891391391
10,0.07,50,0.05,BayesYJ,0.157
10,0.07,100,0.05,BayesYJ,0.374
10,0.07,150,0.05,BayesYJ,0.5765
10,0.07,250,0.05,BayesYJ,0.852
10,0.07,500,0.05,BayesYJ,0.9955
10,0.07,1000,0.05,BayesYJ,1
10,0.13,50,0.05,BayesYJ,0.319
10,0.13,100,0.05,BayesYJ,0.6905
10,0.13,150,0.05,BayesYJ,0.9075
10,0.13,250,0.05,BayesYJ,0.994
10,0.13,500,0.05,BayesYJ,1
10,0.13,1000,0.05,BayesYJ,1
10,0.26,50,0.05,BayesYJ,0.704
10,0.26,100,0.05,BayesYJ,0.984
10,0.26,150,0.05,BayesYJ,0.9995
10,0.26,250,0.05,BayesYJ,1
10,0.26,500,0.05,BayesYJ,1
10,0.26,1000,0.05,BayesYJ,1
10,0.02,50,0.01,BayesYJ,0.023
10,0.02,100,0.01,BayesYJ,0.0345
10,0.02,150,0.01,BayesYJ,0.055
10,0.02,250,0.01,BayesYJ,0.1025
10,0.02,500,0.01,BayesYJ,0.313
10,0.02,1000,0.01,BayesYJ,0.737737738
10,0.07,50,0.01,BayesYJ,0.061
10,0.07,100,0.01,BayesYJ,0.183
10,0.07,150,0.01,BayesYJ,0.348
10,0.07,250,0.01,BayesYJ,0.6765
10,0.07,500,0.01,BayesYJ,0.9815
10,0.07,1000,0.01,BayesYJ,1
10,0.13,50,0.01,BayesYJ,0.1635
10,0.13,100,0.01,BayesYJ,0.476
10,0.13,150,0.01,BayesYJ,0.7565
10,0.13,250,0.01,BayesYJ,0.9775
10,0.13,500,0.01,BayesYJ,1
10,0.13,1000,0.01,BayesYJ,1
10,0.26,50,0.01,BayesYJ,0.4935
10,0.26,100,0.01,BayesYJ,0.9405
10,0.26,150,0.01,BayesYJ,0.9975
10,0.26,250,0.01,BayesYJ,1
10,0.26,500,0.01,BayesYJ,1
10,0.26,1000,0.01,BayesYJ,1
